student_id,attendance,study_hours,quiz_score,assignment_score,midterm_score,sleep_hours,lms_login_count,participation,parent_education,internet_access,family_income,extracurricular,final_grade,risk_level
21878,87.87,1.73,66.09,87.66,74.3,6.28,10,65.47,High School,Yes,Low,Yes,C,Medium
21879,79.35,0.5,72.27,47.0,95.75,6.73,5,31.52,Bachelor,Yes,High,Yes,D,High
21880,68.1,3.13,97.74,69.27,53.14,5.71,26,85.09,High School,Yes,Medium,No,B,Low
21881,77.69,5.48,79.06,65.19,45.06,7.69,39,79.79,Bachelor,Yes,Low,No,B,Low
21882,100.0,3.38,47.56,60.96,61.75,8.02,11,86.56,Bachelor,Yes,Low,Yes,C,Medium
21883,91.03,2.87,47.63,100.0,65.3,7.84,30,66.2,High School,Yes,Medium,No,C,Medium
21884,81.06,6.61,97.39,58.21,87.17,6.69,43,56.26,Bachelor,Yes,Low,Yes,A,Low
21885,91.86,4.85,77.9,60.11,57.69,7.14,25,69.04,Master,Yes,Medium,No,B,Low
21886,86.18,0.5,46.46,59.74,65.83,7.15,34,43.32,Bachelor,Yes,Medium,Yes,C,Medium
21887,83.94,3.0,49.56,53.35,62.59,6.22,36,51.02,Bachelor,Yes,Medium,Yes,C,Medium
21888,92.71,3.9,64.43,77.92,85.67,6.51,38,32.41,High School,Yes,Low,Yes,B,Low
21889,85.76,1.58,85.36,94.59,70.78,6.65,24,64.76,Master,Yes,Low,No,C,Medium
21890,90.88,2.97,48.56,67.34,54.16,5.94,42,49.12,High School,Yes,Medium,No,B,Low
21891,80.42,3.54,71.58,37.33,74.31,8.31,40,84.47,High School,Yes,Medium,No,B,Low
21892,74.19,3.1,90.02,69.09,70.21,7.76,27,32.65,High School,Yes,Low,Yes,B,Low
21893,69.78,1.32,51.63,56.91,42.68,6.62,41,52.3,Bachelor,Yes,Medium,Yes,C,Medium
21894,67.99,6.14,58.86,31.36,35.72,6.99,10,69.74,Bachelor,No,High,Yes,B,Low
21895,53.92,3.98,100.0,59.04,32.07,6.45,37,46.72,Bachelor,Yes,High,No,B,Low
21896,64.32,1.95,63.03,100.0,72.62,7.76,28,68.08,Bachelor,Yes,High,Yes,B,Low
21897,63.89,5.08,63.09,89.2,79.62,7.28,42,70.49,Bachelor,No,Medium,No,B,Low
21898,70.39,3.35,66.58,60.32,43.89,6.79,44,28.67,High School,Yes,Medium,Yes,B,Low
21899,100.0,5.29,62.98,72.81,77.39,6.12,13,64.43,Master,Yes,Medium,Yes,B,Low
21900,75.64,3.31,79.11,77.83,39.06,8.1,6,82.19,Master,Yes,Low,No,C,Medium
21901,81.63,0.84,69.44,70.1,100.0,6.2,8,87.97,Bachelor,Yes,Medium,No,C,Medium
21902,82.1,1.58,55.81,47.69,64.21,6.46,29,100.0,High School,Yes,Medium,Yes,C,Medium
21903,100.0,5.55,54.76,69.68,67.97,8.2,23,29.5,Master,Yes,Medium,No,A,Low
21904,69.37,5.36,70.61,68.31,35.68,8.15,8,90.91,Master,Yes,Medium,Yes,B,Low
21905,74.66,1.11,43.54,37.09,91.61,7.36,38,57.48,Bachelor,Yes,Low,Yes,C,Medium
21906,76.41,6.01,80.3,70.51,89.17,9.66,26,31.48,Bachelor,Yes,High,Yes,A,Low
21907,95.05,5.35,100.0,81.63,42.13,8.79,42,57.05,Bachelor,Yes,Medium,No,A,Low
21908,98.16,2.36,68.8,81.89,93.72,9.18,13,49.5,Bachelor,Yes,Medium,No,B,Low
21909,85.12,3.36,38.83,77.31,45.89,5.61,43,53.93,Bachelor,Yes,Low,Yes,B,Low
21910,96.49,0.5,62.75,61.57,48.2,5.29,20,59.66,Master,Yes,Medium,Yes,D,High
21911,80.66,2.24,56.7,29.67,64.19,8.38,20,11.51,Bachelor,Yes,Low,No,C,Medium
21912,75.41,3.12,66.9,50.73,42.64,5.13,33,33.83,High School,Yes,Medium,No,C,Medium
21913,95.68,4.06,64.52,60.71,100.0,5.04,29,78.78,Bachelor,Yes,Low,Yes,B,Low
21914,85.31,3.29,87.65,81.41,100.0,7.69,40,67.71,Master,Yes,Medium,Yes,A,Low
21915,66.97,3.75,56.21,61.22,68.95,7.45,7,47.65,Master,Yes,Medium,No,C,Medium
21916,92.96,1.76,64.04,59.81,32.11,7.89,23,35.96,High School,Yes,High,No,C,Medium
21917,74.87,4.08,48.5,77.9,71.25,7.31,14,41.05,Bachelor,Yes,Medium,Yes,B,Low
21918,73.04,6.53,71.14,59.83,65.79,5.07,34,69.7,High School,Yes,Medium,Yes,A,Low
21919,91.4,4.29,80.67,63.32,37.01,7.22,3,60.25,Bachelor,Yes,Medium,No,C,Medium
21920,76.67,3.56,89.91,42.42,39.34,9.05,21,91.54,Bachelor,No,Low,No,C,Medium
21921,83.83,2.17,71.97,54.58,15.76,8.9,28,75.63,Bachelor,Yes,Low,No,C,Medium
21922,87.93,2.86,69.68,67.46,61.64,8.38,39,53.31,Bachelor,Yes,Medium,No,B,Low
21923,66.26,1.14,51.17,88.97,59.01,7.64,33,73.55,Bachelor,Yes,High,Yes,C,Medium
21924,83.77,0.9,26.8,63.52,44.94,7.72,8,64.96,High School,Yes,High,No,D,High
21925,98.24,3.37,54.98,64.76,31.95,6.79,8,47.91,Bachelor,Yes,Medium,No,C,Medium
21926,63.65,4.5,60.69,62.12,86.76,8.68,39,65.5,High School,Yes,High,Yes,B,Low
21927,84.75,1.96,62.89,70.17,69.82,6.63,33,45.99,PhD,Yes,High,No,C,Medium
21928,65.56,5.65,36.19,65.63,76.65,7.26,18,61.51,Bachelor,Yes,Medium,Yes,B,Low
21929,93.32,2.49,60.0,57.54,47.66,7.71,13,58.19,Bachelor,No,Medium,No,C,Medium
21930,93.18,3.34,26.45,87.6,21.88,8.83,39,49.76,High School,Yes,Medium,No,C,Medium
21931,72.69,5.2,41.8,68.15,64.57,7.82,16,66.71,Bachelor,Yes,High,Yes,B,Low
21932,100.0,2.94,84.63,72.11,73.36,5.68,3,77.13,Bachelor,Yes,Low,No,B,Low
21933,94.6,4.63,88.67,68.31,71.24,5.75,24,84.83,Bachelor,Yes,High,Yes,B,Low
21934,88.6,4.53,62.29,86.87,37.68,7.58,31,46.97,High School,Yes,Low,No,B,Low
21935,87.76,2.29,69.32,55.06,83.03,7.9,3,62.8,Master,No,Medium,No,C,Medium
21936,92.76,2.34,72.06,77.55,73.08,7.63,7,62.24,High School,Yes,Medium,Yes,B,Low
21937,63.07,5.7,72.04,78.36,40.63,8.06,38,15.65,High School,Yes,Low,Yes,B,Low
21938,80.92,5.88,48.88,89.17,92.75,7.78,15,57.52,High School,Yes,Medium,Yes,A,Low
21939,83.75,4.63,67.86,78.01,56.55,6.29,19,43.06,High School,Yes,Low,Yes,B,Low
21940,72.0,1.94,69.67,63.28,86.3,6.78,3,64.96,Bachelor,Yes,Medium,Yes,C,Medium
21941,84.97,5.06,69.07,96.54,58.62,7.27,28,92.23,High School,No,Medium,Yes,B,Low
21942,96.48,3.0,51.28,81.25,60.55,5.09,15,67.63,High School,Yes,Medium,Yes,B,Low
21943,71.67,1.22,44.45,93.15,77.33,8.27,21,57.79,High School,Yes,Medium,No,C,Medium
21944,77.18,2.35,61.4,82.57,52.2,4.0,33,53.24,High School,Yes,High,Yes,C,Medium
21945,65.69,3.1,40.26,62.27,57.79,5.81,11,38.82,Bachelor,Yes,Medium,No,D,High
21946,51.2,5.46,50.59,75.55,58.85,8.13,11,13.9,Master,Yes,Low,No,B,Low
21947,89.68,2.06,73.35,59.75,79.03,6.71,32,50.96,Master,No,Medium,Yes,C,Medium
21948,77.61,1.76,84.37,60.75,73.42,8.98,40,2.81,Bachelor,Yes,Low,Yes,B,Low
21949,78.71,2.63,80.52,47.35,71.18,5.93,43,96.8,High School,Yes,High,No,B,Low
21950,63.2,3.28,53.09,47.46,37.2,8.16,41,64.64,Bachelor,Yes,Medium,No,C,Medium
21951,75.22,4.71,57.82,81.49,63.77,7.28,29,82.35,Bachelor,Yes,Medium,Yes,B,Low
21952,94.45,4.53,56.49,91.11,56.43,8.09,8,76.5,Bachelor,Yes,Medium,Yes,B,Low
21953,78.01,0.5,68.55,69.52,85.39,7.1,32,45.68,High School,Yes,High,No,C,Medium
21954,78.44,2.86,49.33,86.21,39.02,10.0,17,69.54,Bachelor,Yes,High,No,B,Low
21955,81.11,3.72,65.9,56.87,59.61,6.61,29,39.7,High School,Yes,Medium,No,B,Low
21956,59.45,1.93,62.98,58.27,70.62,7.64,35,67.69,Master,Yes,Medium,Yes,C,Medium
21957,87.37,2.1,75.66,90.39,60.34,7.78,41,60.5,Bachelor,Yes,Low,No,B,Low
21958,59.17,4.62,44.76,64.58,93.44,7.38,26,87.1,Master,Yes,Medium,Yes,B,Low
21959,63.91,4.73,47.75,88.92,72.69,7.9,31,79.97,Bachelor,Yes,High,No,B,Low
21960,62.26,3.18,70.44,97.38,20.04,6.36,21,94.28,Bachelor,Yes,High,Yes,C,Medium
21961,75.37,4.22,67.27,75.32,57.98,7.62,41,89.81,Bachelor,Yes,Medium,Yes,B,Low
21962,72.71,4.33,44.27,61.04,69.99,8.41,21,47.48,Bachelor,Yes,Low,No,B,Low
21963,77.98,1.53,31.4,70.68,73.85,8.46,23,61.97,Bachelor,Yes,Medium,No,C,Medium
21964,64.42,1.55,74.41,64.21,44.59,7.35,20,69.59,Bachelor,Yes,High,No,C,Medium
21965,93.08,2.79,67.15,87.8,60.25,8.47,20,80.92,High School,Yes,Medium,No,B,Low
21966,90.51,2.25,60.56,85.43,51.6,6.18,33,100.0,Bachelor,Yes,Medium,Yes,B,Low
21967,75.39,2.43,74.27,80.98,35.35,8.98,32,75.18,Bachelor,Yes,High,Yes,C,Medium
21968,70.82,3.33,50.43,77.79,43.72,8.57,29,59.97,High School,Yes,Medium,No,C,Medium
21969,69.31,3.33,72.45,57.37,49.53,6.93,16,57.3,PhD,Yes,Medium,No,C,Medium
21970,73.35,0.5,84.26,100.0,100.0,7.13,27,22.1,High School,No,Medium,Yes,C,Medium
21971,57.0,3.67,71.95,74.61,84.32,6.86,2,46.84,High School,Yes,Medium,No,C,Medium
21972,63.61,3.05,40.79,70.18,72.84,7.47,39,82.32,Master,Yes,Low,No,C,Medium
21973,90.9,3.91,81.06,81.62,66.75,7.42,37,9.02,High School,Yes,Medium,Yes,B,Low
21974,82.53,2.35,45.0,65.86,69.83,5.69,31,36.77,Bachelor,No,Medium,Yes,C,Medium
21975,100.0,2.36,58.59,77.09,51.28,6.05,13,41.16,Bachelor,Yes,Medium,No,C,Medium
21976,73.51,2.8,72.61,51.93,52.03,6.49,12,93.09,High School,Yes,Medium,No,C,Medium
21977,72.58,5.42,78.37,55.19,88.66,6.25,11,66.25,High School,Yes,Medium,No,B,Low
21978,71.88,2.75,64.11,51.54,66.9,7.47,4,72.5,Master,Yes,Medium,Yes,C,Medium
21979,73.21,5.5,100.0,79.2,15.88,6.34,17,55.19,Bachelor,Yes,Low,No,B,Low
21980,68.1,5.26,43.45,100.0,71.83,7.53,6,22.25,High School,Yes,Medium,Yes,B,Low
21981,82.06,2.89,100.0,81.34,75.21,8.8,36,71.29,Bachelor,Yes,Low,Yes,B,Low
21982,78.44,2.58,32.97,75.5,98.4,7.96,3,47.06,High School,Yes,Low,Yes,C,Medium
21983,70.35,2.64,64.22,91.52,85.52,7.76,19,65.71,High School,Yes,Medium,Yes,B,Low
21984,96.77,3.24,37.22,46.75,32.85,8.88,35,69.08,Bachelor,Yes,Low,Yes,C,Medium
21985,100.0,2.49,70.94,65.87,42.95,7.49,40,52.79,Bachelor,Yes,Low,Yes,C,Medium
21986,95.5,4.82,37.22,76.45,72.69,5.96,28,48.49,High School,Yes,Medium,No,B,Low
21987,86.37,2.34,73.19,85.74,59.19,8.3,7,54.96,Master,Yes,Medium,No,C,Medium
21988,89.43,5.05,53.78,56.42,35.75,6.38,28,100.0,High School,Yes,Low,No,C,Medium
21989,100.0,1.82,33.67,62.64,55.55,8.75,20,98.26,High School,Yes,Low,Yes,C,Medium
21990,89.4,0.5,92.21,70.1,46.2,9.0,15,69.09,Bachelor,Yes,Low,Yes,C,Medium
21991,69.22,0.5,77.35,99.76,100.0,7.79,23,100.0,Master,Yes,Medium,Yes,B,Low
21992,83.88,2.53,74.03,72.92,73.3,6.68,17,85.76,Bachelor,Yes,Medium,No,B,Low
21993,87.39,2.05,97.89,72.52,100.0,8.7,16,66.87,Bachelor,Yes,High,Yes,B,Low
21994,63.08,1.97,56.94,48.94,82.35,10.0,9,47.19,Bachelor,Yes,Medium,Yes,C,Medium
21995,73.73,5.27,86.74,65.45,47.05,5.57,37,39.59,High School,Yes,High,No,B,Low
21996,94.51,2.18,46.67,61.0,84.79,7.15,11,61.29,Master,Yes,Medium,No,B,Low
21997,50.65,0.5,65.15,70.03,79.67,6.78,24,80.95,Master,Yes,High,Yes,C,Medium
21998,59.24,4.52,35.67,66.84,60.05,6.15,25,79.96,High School,Yes,Medium,No,B,Low
21999,75.35,5.9,98.57,82.02,70.51,7.74,3,57.51,High School,Yes,Medium,Yes,A,Low
22000,83.31,4.31,60.74,65.45,80.39,8.82,36,39.38,Bachelor,Yes,Low,Yes,A,Low
22001,57.64,2.29,51.4,70.49,32.52,6.72,27,70.76,High School,Yes,Low,No,C,Medium
22002,76.1,3.81,99.42,74.18,41.15,7.53,36,57.37,Master,Yes,Medium,Yes,B,Low
22003,95.31,2.05,76.58,74.46,39.49,7.21,42,38.28,High School,Yes,Medium,Yes,B,Low
22004,79.03,1.75,51.29,55.45,61.25,6.9,22,19.6,High School,Yes,Low,Yes,C,Medium
22005,92.09,3.14,54.87,70.83,84.09,5.89,29,36.98,Bachelor,Yes,Medium,No,B,Low
22006,69.12,3.4,68.74,78.26,68.07,5.79,37,82.05,Bachelor,Yes,Low,No,B,Low
22007,65.85,3.13,100.0,27.09,64.64,7.25,2,95.63,High School,Yes,Low,No,C,Medium
22008,90.73,6.51,50.4,61.08,91.44,5.18,31,47.43,High School,Yes,High,No,A,Low
22009,83.54,3.58,77.98,24.63,31.84,5.9,12,62.18,High School,Yes,Medium,No,C,Medium
22010,60.22,5.23,59.6,23.73,77.99,8.52,35,80.79,Bachelor,Yes,Medium,No,B,Low
22011,65.99,7.52,82.23,83.13,50.95,8.55,12,30.39,Bachelor,No,Medium,Yes,A,Low
22012,100.0,2.65,59.53,71.53,73.95,8.33,21,85.59,Bachelor,Yes,High,Yes,B,Low
22013,64.13,3.77,62.19,74.42,58.8,8.93,10,64.5,High School,Yes,Medium,Yes,B,Low
22014,92.01,4.97,35.63,83.95,92.81,7.23,37,66.31,High School,Yes,Medium,No,A,Low
22015,70.83,3.72,62.31,59.82,91.77,8.53,34,70.31,Master,Yes,Low,No,B,Low
22016,77.95,3.0,100.0,75.61,63.87,5.64,8,36.55,Bachelor,No,Medium,No,C,Medium
22017,82.42,7.72,44.91,68.96,54.45,6.56,40,56.86,High School,Yes,High,Yes,A,Low
22018,46.49,5.66,61.09,52.03,89.67,7.22,35,30.33,Bachelor,Yes,Medium,No,A,Low
22019,56.06,0.5,65.48,46.78,64.79,6.96,42,44.65,Bachelor,No,Low,No,D,High
22020,79.29,5.94,83.22,84.47,80.91,7.27,30,16.37,High School,Yes,High,No,A,Low
22021,67.14,6.38,65.71,57.09,47.23,5.09,44,53.02,High School,Yes,High,Yes,A,Low
22022,92.95,5.65,87.94,77.91,42.64,6.26,34,87.56,Bachelor,Yes,Medium,Yes,A,Low
22023,53.91,4.85,49.86,90.29,54.22,8.65,20,55.14,Bachelor,Yes,Medium,No,B,Low
22024,86.48,6.29,64.91,55.09,60.46,10.0,16,35.73,Master,Yes,Medium,Yes,B,Low
22025,57.36,5.09,64.0,65.2,28.99,6.74,39,71.02,Bachelor,Yes,Medium,Yes,B,Low
22026,72.72,4.54,54.5,72.74,40.29,7.25,17,61.22,High School,Yes,Medium,No,B,Low
22027,62.03,3.74,65.3,70.23,68.66,8.63,7,67.13,Bachelor,Yes,Medium,No,C,Medium
22028,100.0,1.57,51.11,76.28,41.65,5.45,32,30.46,High School,Yes,Low,No,C,Medium
22029,57.91,1.03,79.11,76.8,49.16,8.93,35,100.0,PhD,Yes,High,No,C,Medium
22030,76.17,4.89,41.62,66.01,50.19,6.29,42,77.46,Master,Yes,Medium,Yes,B,Low
22031,52.1,4.86,37.14,65.5,44.93,6.4,19,64.92,Master,Yes,High,No,B,Low
22032,100.0,3.42,46.94,79.43,61.16,4.79,31,56.82,Master,Yes,Medium,Yes,B,Low
22033,84.02,1.96,66.2,65.45,9.0,8.34,16,47.69,Master,No,Medium,No,D,High
22034,80.05,1.47,72.94,88.34,64.97,7.54,16,19.29,Bachelor,Yes,Low,No,C,Medium
22035,100.0,2.85,53.2,47.06,50.37,8.48,11,71.63,High School,No,High,Yes,C,Medium
22036,80.21,4.76,74.84,85.29,71.65,5.45,20,65.54,Bachelor,Yes,Medium,No,B,Low
22037,81.29,7.53,15.73,66.16,56.3,6.63,41,44.05,Bachelor,Yes,Medium,No,B,Low
22038,79.98,3.46,58.02,74.25,52.79,5.66,27,61.02,Master,Yes,Medium,Yes,B,Low
22039,86.45,4.02,55.24,93.55,67.65,5.85,11,44.76,Bachelor,Yes,Medium,No,B,Low
22040,70.61,5.53,71.11,77.95,56.44,8.1,29,59.57,High School,Yes,Medium,Yes,B,Low
22041,74.79,3.39,83.52,72.5,81.37,5.97,27,63.32,PhD,Yes,Medium,No,B,Low
22042,90.16,4.16,100.0,74.73,38.47,6.77,33,77.42,Master,No,Medium,No,B,Low
22043,82.16,4.98,62.96,54.04,84.9,7.34,9,74.57,Bachelor,Yes,Medium,No,B,Low
22044,76.29,5.48,0.0,100.0,59.07,6.33,38,51.33,High School,Yes,Low,No,B,Low
22045,56.99,3.6,66.5,61.27,69.29,7.75,40,70.03,Master,Yes,Medium,No,B,Low
22046,100.0,2.63,60.46,74.4,26.87,7.43,40,100.0,High School,Yes,Low,Yes,B,Low
22047,68.08,3.87,72.06,71.22,59.78,8.85,37,81.23,Master,Yes,Low,No,B,Low
22048,92.81,0.5,73.27,75.8,100.0,4.79,43,40.55,Master,No,Medium,Yes,C,Medium
22049,80.64,4.03,54.36,78.1,78.67,7.89,33,29.28,High School,Yes,Medium,No,B,Low
22050,58.6,5.06,42.5,64.57,47.55,6.2,25,64.61,High School,Yes,Low,No,B,Low
22051,96.78,6.56,76.36,49.63,57.39,6.44,3,59.54,PhD,No,Medium,Yes,B,Low
22052,81.82,5.16,86.2,82.73,52.37,7.64,12,39.56,High School,Yes,Medium,No,B,Low
22053,98.03,0.5,76.07,34.65,69.7,6.6,10,48.02,Master,Yes,High,No,C,Medium
22054,75.26,6.01,74.48,72.97,75.63,8.06,6,55.11,High School,Yes,Low,Yes,B,Low
22055,88.56,6.14,66.75,29.36,85.27,8.01,29,37.18,Bachelor,Yes,Medium,No,A,Low
22056,51.56,1.84,81.82,48.35,60.51,7.73,28,56.83,Bachelor,Yes,Medium,No,C,Medium
22057,70.5,2.78,43.87,100.0,53.03,5.65,26,78.48,High School,Yes,Medium,No,C,Medium
22058,58.91,6.09,71.69,38.95,24.76,6.16,2,67.15,Bachelor,Yes,High,Yes,C,Medium
22059,72.38,3.6,50.29,69.0,90.44,6.02,20,80.01,High School,Yes,Low,No,B,Low
22060,85.08,2.44,39.03,57.14,69.27,9.32,44,56.33,High School,No,Medium,Yes,C,Medium
22061,68.93,2.15,85.87,85.0,56.25,5.83,24,63.64,Bachelor,Yes,Medium,No,B,Low
22062,90.96,8.24,51.81,64.21,59.52,6.41,13,47.07,High School,No,Low,No,A,Low
22063,65.15,4.92,72.25,100.0,56.37,6.03,29,21.52,Bachelor,Yes,Low,No,B,Low
22064,91.28,3.0,79.2,51.9,78.99,10.0,21,81.45,High School,Yes,Medium,Yes,B,Low
22065,97.65,6.07,66.71,46.87,40.74,8.94,11,76.39,Bachelor,Yes,Medium,No,B,Low
22066,93.2,3.34,49.54,65.24,100.0,6.19,21,46.18,Bachelor,Yes,Medium,Yes,C,Medium
22067,72.84,5.68,92.29,44.24,45.86,6.85,4,33.82,Bachelor,Yes,High,No,B,Low
22068,46.12,4.55,35.51,56.95,51.38,6.11,38,81.01,Bachelor,Yes,Low,No,C,Medium
22069,86.73,2.89,68.76,59.67,62.96,7.87,27,25.71,Bachelor,No,Low,Yes,C,Medium
22070,76.12,4.4,100.0,90.86,81.52,5.41,35,99.02,Master,No,Medium,Yes,A,Low
22071,63.32,4.47,93.68,51.14,42.98,7.17,11,30.05,High School,Yes,Medium,No,B,Low
22072,69.66,4.94,52.65,88.18,69.28,7.16,44,96.61,Bachelor,Yes,Medium,No,B,Low
22073,99.52,6.43,87.77,77.43,13.61,6.98,16,98.4,High School,Yes,Medium,No,B,Low
22074,60.94,7.48,47.79,53.91,87.14,6.19,13,61.52,Master,Yes,Low,Yes,A,Low
22075,85.02,4.24,51.2,64.33,32.66,5.06,7,53.83,Bachelor,Yes,Medium,Yes,C,Medium
22076,81.27,0.5,75.35,61.72,79.2,6.64,42,69.96,Bachelor,Yes,Medium,Yes,C,Medium
22077,72.64,5.08,46.37,71.54,93.26,4.0,10,34.37,PhD,Yes,Low,No,B,Low
22078,87.67,3.03,51.21,50.44,41.07,8.63,41,50.22,High School,Yes,Medium,No,C,Medium
22079,100.0,0.5,60.24,63.09,69.34,6.36,40,88.46,Bachelor,Yes,High,Yes,C,Medium
22080,73.56,4.74,68.95,82.61,39.96,5.81,22,74.67,Master,Yes,Medium,No,B,Low
22081,74.35,4.29,62.15,58.59,65.94,7.23,5,38.53,Master,Yes,Medium,No,C,Medium
22082,87.33,2.05,59.18,66.71,78.5,9.18,12,40.04,High School,Yes,High,No,C,Medium
22083,91.77,1.37,47.86,88.43,78.91,10.0,32,31.73,Bachelor,Yes,High,Yes,B,Low
22084,76.08,6.01,30.12,73.74,69.04,7.5,13,56.13,Master,Yes,Low,No,B,Low
22085,73.42,4.41,44.57,68.72,48.48,7.97,38,63.2,High School,Yes,High,Yes,B,Low
22086,44.74,2.08,86.97,50.8,61.87,8.54,37,97.62,Bachelor,Yes,High,No,C,Medium
22087,66.33,4.69,69.17,80.35,60.11,6.36,25,39.68,Bachelor,Yes,Medium,No,B,Low
22088,60.91,2.74,70.05,80.15,73.56,8.22,44,57.25,Bachelor,Yes,Low,Yes,B,Low
22089,88.27,4.48,82.41,81.84,51.53,9.02,28,34.1,Master,Yes,Medium,No,B,Low
22090,74.34,4.07,60.06,80.66,74.04,5.86,12,67.09,Bachelor,Yes,High,Yes,B,Low
22091,73.75,0.5,78.55,89.34,73.77,5.84,5,85.03,Master,Yes,Medium,No,C,Medium
22092,77.86,3.69,78.88,69.32,92.46,6.81,26,100.0,Bachelor,Yes,Medium,No,B,Low
22093,64.95,3.2,51.09,76.59,72.79,6.0,42,73.17,High School,Yes,Medium,No,B,Low
22094,100.0,2.17,78.99,69.85,17.68,6.44,10,46.84,High School,Yes,Medium,Yes,C,Medium
22095,97.47,1.22,70.59,81.2,70.19,5.93,31,39.24,High School,Yes,Medium,Yes,C,Medium
22096,100.0,3.11,49.7,59.9,64.26,6.26,38,25.3,Master,Yes,Medium,Yes,C,Medium
22097,88.25,2.87,97.55,90.07,55.9,9.46,5,71.59,Master,Yes,High,Yes,B,Low
22098,77.56,4.67,80.87,77.47,97.47,7.65,12,31.34,Master,Yes,Low,No,A,Low
22099,100.0,3.24,47.18,95.39,42.8,8.4,42,49.59,High School,Yes,Low,No,B,Low
22100,67.79,3.66,63.92,59.0,49.56,9.57,5,88.11,High School,Yes,Medium,No,C,Medium
22101,64.93,4.09,53.35,79.37,67.14,6.41,8,59.12,Bachelor,Yes,Low,Yes,B,Low
22102,68.98,2.66,91.95,86.1,66.54,8.35,30,99.42,Master,Yes,Medium,Yes,B,Low
22103,85.84,1.71,51.68,84.2,59.44,6.25,4,62.49,High School,Yes,High,No,C,Medium
22104,66.57,7.48,75.37,74.13,64.63,8.45,21,58.15,Bachelor,No,Low,No,A,Low
22105,75.67,3.36,48.73,70.14,97.23,7.03,44,82.36,Bachelor,Yes,Medium,Yes,B,Low
22106,53.97,3.12,95.4,55.08,70.53,8.42,8,58.08,High School,Yes,Medium,No,C,Medium
22107,85.22,6.04,76.37,72.79,37.03,6.82,34,61.77,Bachelor,Yes,Low,No,A,Low
22108,55.24,6.9,75.77,55.51,77.77,10.0,18,44.21,Bachelor,Yes,High,Yes,A,Low
22109,64.02,6.1,70.07,75.86,56.38,7.65,30,74.06,Bachelor,Yes,High,Yes,A,Low
22110,96.26,2.8,66.19,51.35,87.89,6.82,32,45.73,Bachelor,Yes,High,No,B,Low
22111,95.7,4.13,24.77,66.5,51.57,6.62,33,41.81,Bachelor,Yes,High,No,B,Low
22112,83.61,4.55,75.35,82.71,62.96,7.09,42,80.36,Bachelor,Yes,Low,No,A,Low
22113,82.13,7.53,67.03,68.84,62.52,4.02,32,50.17,Bachelor,Yes,Low,Yes,A,Low
22114,70.04,4.26,41.69,77.19,63.63,4.97,9,82.23,Bachelor,Yes,Low,No,C,Medium
22115,66.41,4.34,68.81,76.84,54.01,8.2,25,82.47,Bachelor,Yes,Low,Yes,A,Low
22116,72.57,1.68,43.66,71.75,79.39,7.34,15,74.07,Bachelor,Yes,Low,Yes,C,Medium
22117,55.3,1.24,96.23,53.17,66.37,4.56,4,53.75,High School,Yes,High,No,D,High
22118,81.79,5.94,66.25,76.34,75.81,6.44,43,69.59,Bachelor,Yes,High,No,A,Low
22119,78.73,4.12,65.06,64.5,74.41,5.94,15,70.14,High School,Yes,Medium,Yes,B,Low
22120,64.0,4.31,75.61,58.41,35.67,7.17,25,44.73,High School,Yes,High,No,C,Medium
22121,100.0,5.43,56.91,45.32,78.13,8.72,5,34.59,Bachelor,Yes,High,Yes,B,Low
22122,87.1,5.03,62.11,64.83,74.88,4.0,32,58.4,Bachelor,Yes,Medium,Yes,B,Low
22123,88.38,4.8,58.05,59.93,89.47,10.0,37,33.94,High School,Yes,Low,Yes,A,Low
22124,70.69,4.64,50.68,49.01,81.27,6.68,28,32.02,Bachelor,Yes,High,Yes,B,Low
22125,77.98,3.75,52.01,69.48,77.77,7.41,24,41.96,High School,Yes,High,No,B,Low
22126,87.41,3.88,64.5,80.86,64.52,6.55,34,48.42,Bachelor,Yes,Medium,No,B,Low
22127,80.29,5.15,59.03,80.73,25.97,5.53,15,50.21,Master,Yes,Low,No,B,Low
22128,100.0,1.81,70.83,48.87,68.63,7.27,6,48.54,Bachelor,Yes,Medium,No,C,Medium
22129,74.94,1.61,42.03,56.44,62.29,6.13,26,40.88,Bachelor,Yes,Low,No,C,Medium
22130,70.43,3.65,48.34,60.24,62.3,9.07,32,35.53,Bachelor,Yes,High,No,B,Low
22131,87.51,3.77,66.7,71.99,57.8,6.01,21,54.11,Master,No,Medium,No,C,Medium
22132,59.03,4.8,77.94,58.04,83.72,7.5,43,80.15,Bachelor,Yes,High,No,A,Low
22133,91.86,3.1,60.22,88.55,38.73,5.28,23,56.14,Bachelor,Yes,Medium,No,C,Medium
22134,58.49,2.1,60.03,80.27,34.8,6.06,11,10.3,Bachelor,Yes,Low,No,D,High
22135,87.58,4.58,64.95,68.04,55.11,6.88,43,41.45,High School,Yes,Low,No,A,Low
22136,68.28,5.92,66.69,56.33,68.32,9.0,12,84.53,High School,Yes,Medium,Yes,B,Low
22137,85.15,4.16,93.99,82.12,67.6,7.24,10,100.0,Bachelor,Yes,Medium,Yes,A,Low
22138,91.61,0.88,74.51,70.68,73.12,8.41,39,56.02,Bachelor,Yes,Medium,No,B,Low
22139,80.3,4.0,53.67,80.15,65.81,5.75,9,35.89,Master,Yes,Medium,No,B,Low
22140,60.01,0.5,69.45,74.14,81.33,8.46,30,77.8,Master,Yes,Low,Yes,C,Medium
